Id,Character,JlptLevel,Meaning,StrokeCount,Freq,AllRebs
2469,頻,N1,TẦN,17,1590," ヒン"
690,琴,N1,CẦM,12,1591," キン コン | つつし.む"
2367,班,N1,BAN,10,1592," ハン ボン | おか.す"
1867,棚,N1,BẰNG,12,1594," テン | たど.る たどり"
802,潔,N1,KHIẾT,15,1595," ケツ | き.める -ぎ.め き.まる さ.く"
1000,酷,N1,KHỐC,14,1596," コク"
1054,宰,N1,TỂ,10,1597," サイ | つま"
2992,廊,N1,LANG,12,1598," ル ロウ | つな.ぐ ひ.く"
1267,寂,N1,TỊCH,11,1599," ジャク ニャク ニャ | わか.い わか- も.しくわ も.し も.しくは ごと.し"
1861,辰,N1,"THẦN, THÌN",7,1600," タツ ダ | -たち"
724,隅,N2,NGUNG,12,1601," グウ | あ.う"
721,偶,N3,NGẪU,11,1602," クウ | そら あ.く あ.き あ.ける から す.く す.かす むな.しい"
325,霞,N1,HÀ,17,1603," カ | す.ぎる -す.ぎる -す.ぎ す.ごす あやま.つ あやま.ち よ.ぎる"
2510,伏,N1,PHỤC,6,1604," ロ ル | ふき"
2129,灯,N2,ĐĂNG,6,1605," トウ | なみ"
1522,辛,N2,TÂN,7,1607," シン | み"
2673,磨,N2,"MA, MÁ",16,1608," マ | ま.する さす.る す.る"
898,碁,N1,KÌ,13,1609," コ ゴ"
1778,俗,N1,TỤC,9,1610," ソク | はや.い はや- はや.める すみ.やか"
2321,漠,N1,MẠC,13,1611," バク ホク ボク | さら.す"
1256,邪,N1,"TÀ, DA",8,1612," ジャ ダ イ ヤ | へび"
1416,晶,N1,TINH,12,1613," ショウ"
2326,麦,N2,MẠCH,7,1615," ハク バク | ぶち まじ.る まだら"
2655,墨,N1,MẶC,14,1616," ボク | うらな.う うらない"
1986,鎮,N1,TRẤN,18,1617," チン"
2161,洞,N1,"ĐỖNG, ĐỘNG",9,1618," ドウ トウ シュ | つ.く"
2886,履,N1,LÍ,15,1619," リ"
2969,劣,N1,LIỆT,6,1620," レツ レ"
2204,那,N1,"NA, NẢ",7,1621," ナ ナイ ダイ | いかん からなし"
264,殴,N1,ẨU,8,1622," オウ | うた.う は.く"
1498,娠,N1,THẦN,10,1623," シン | くちびる"
2598,奉,N1,"PHỤNG, BỔNG",8,1624," ホウ | むく.いる"
2807,憂,N1,ƯU,15,1625," ユウ"
2657,朴,N1,"PHÁC, BỐC",6,1626," ボク"
2017,亭,N1,ĐÌNH,9,1627," カク | つる"
1586,姓,N2,TÍNH,8,1628," セイ ゼイ | いきお.い はずみ"
1356,淳,N1,THUẦN,11,1629," ジュン"
2136,筒,N2,ĐỒNG,12,1631," トウ | こた.える こた.え"
2421,鼻,N2,TỊ,14,1632," ビ ミ | うつく.しい"
347,怪,N1,QUÁI,8,1634," カイ | こころよ.い"
2904,粒,N2,LẠP,11,1635," リュウ"
1181,詞,N2,TỪ,12,1636," シ | み.る"
2349,鳩,N1,CƯU,13,1637," バツ"
117,偉,N3,VĨ,12,1639," イ エ | よ.る"
1557,酔,N1,TÚY,11,1640," スイ | と.げる つい.に"
1618,惜,N1,TÍCH,11,1641," セキ | むしろ"
400,穫,N1,HOẠCH,18,1642," カク コウ | たし.か たし.かめる"
293,佳,N1,GIAI,8,1643," カ ケ | あたい"
1358,潤,N1,NHUẬN,15,1644," ジュン | じゅん.じる じゅん.ずる なぞら.える のり ひと.しい みずもり"
2118,悼,N1,ĐIỆU,11,1645," トウ | しま"
2627,乏,N1,PHẠP,4,1646," ホウ | おおとり"
134,胃,N2,VỊ,9,1647," イ | よこいと ぬき"
379,該,N1,CAI,13,1648," ガイ カイ | まち"
2495,赴,N1,PHÓ,9,1649," フ ブ"
741,桑,N1,TANG,10,1650," ソウ | く.る"
772,桂,N1,QUẾ,10,1651," ケイ"
1562,髄,N1,TỦY,19,1652," ズイ スイ | みず- しるし"
878,虎,N1,HỔ,8,1653," コ | こも まこも"
2671,盆,N1,BỒN,9,1654," ボン ハン | およ.そ おうよ.そ すべ.て"
1505,晋,N1,TẤN,10,1655," シン | あたら.しい あら.た あら- にい-"
2584,穂,N1,TUỆ,15,1656," ホ フ | たす.ける"
1721,壮,N1,TRÁNG,6,1657," ソウ | も"
2024,堤,N1,ĐÊ,12,1658," テイ"
559,飢,N1,CƠ,10,1659," キ | かがや.く"
2629,傍,N1,"BÀNG, BẠNG",12,1660," ボウ モウ | な.い な.き- ほろ.びる ほろ.ぶ ほろ.ぼす"
219,疫,N1,DỊCH,9,1661," エキ"
2948,累,N1,"LUY, LŨY, LỤY",11,1662," ルイ レイ | なみだ"
1909,痴,N1,SI,13,1663," チ | いけ"
2360,搬,N1,"BÀN, BAN",13,1664," ハン | ほ"
1473,畳,N2,ĐIỆP,12,1665," ジョウ"
941,晃,N1,HOẢNG,10,1666," コウ ゴウ | あ.がる たか.い たか.ぶる"
2796,癒,N1,DŨ,18,1667," ユ ユウ | あぶら"
680,桐,N1,ĐỒNG,10,1668," ギョク | たま たま- -だま"
1578,寸,N1,THỐN,3,1669," ショウ シュウ ロウ | す.る ひだ"
405,郭,N1,QUÁCH,11,1670," カク コウ | くら.べる"
536,机,N2,"KY, CƠ",6,1671," キ | ふる.う"
2235,尿,N1,NIỆU,7,1672," ジョ ニョ | ごと.し"
642,凶,N1,HUNG,4,1673," キョウ | とも とも.に -ども"
2084,吐,N1,THỔ,6,1674," ト ツ | うさぎ"
232,宴,N1,YẾN,10,1675," エン | おお.う たちまち"
1838,鷹,N1,ƯNG,24,1676," ダイ"
2468,賓,N1,"TÂN, THẤN",15,1677," ヒン ビン | まず.しい"
2911,虜,N1,LỖ,13,1678," リョ | たび"
2490,膚,N2,PHU,15,1679," フ | くさ.る -くさ.る くさ.れる くさ.れ くさ.らす くさ.す"
2150,陶,N1,"ĐÀO, DAO",11,1680," トウ | あぶみ たかつき ひともし"
1453,鐘,N1,CHUNG,20,1681," ショウ シュ | あつ.める さかずき かね"
471,憾,N1,HÁM,16,1682," カン | な.れる な.らす"
1943,猪,N1,TRƯ,11,1684," チョ"
958,紘,N1,HOÀNH,10,1685," コウ ク | べに くれない あか.い"
1206,磁,N1,TỪ,14,1686," ヂ ジ | しもがさ"
2781,弥,N1,DI,8,1687," ヤ ショ | の の-"
1022,昆,N1,CÔN,8,1688," コン | くら.い くれ"
1707,粗,N1,THÔ,11,1689," ソ"
2042,訂,N1,ĐÍNH,9,1690," テイ"
333,芽,N1,NHA,8,1691," ガ | ふせ.る ふ.せる ふ.す"
1404,庄,N1,TRANG,6,1693," ショウ | なお"
1122,傘,N1,"TÁN, TẢN",12,1694," サン ゾウ | み み.つ みっ.つ"
2195,敦,N1,"ĐÔN, ĐÔI, ĐỐI, ĐỘN",12,1695," シュン ジュン トン | あつ.い"
560,騎,N1,KỊ,18,1696," キ | う.える"
2243,寧,N1,"NINH, TRỮ",14,1697," ネ デイ ナイ"
1848,濯,N2,TRẠC,17,1698," タク | さわ うるお.い うるお.す つや"
1352,循,N1,TUẦN,12,1699," ジュン"
2245,猫,N3,MIÊU,11,1702," ソウ | ねぎ"
1816,怠,N1,ĐÃI,9,1703," タイ | ま.つ -ま.ち"
2234,如,N1,NHƯ,6,1704," ニュウ ジュ | い.る -い.る -い.り い.れる -い.れ はい.る"
2917,寮,N1,LIÊU,15,1705," リョウ | しの.ぐ"
2816,祐,N1,HỮU,9,1706," ユ ユウ ユイ | よし よ.る"
2626,鵬,N1,BẰNG,19,1707," ホウ フウ"
2112,塔,N2,THÁP,12,1708," トウ | から"
2522,沸,N2,"PHÍ, PHẤT",8,1709," フツ ヒツ ホツ | はら.う -はら.い -ばら.い"
249,鉛,N1,"DUYÊN, DIÊN",13,1710," エン オン | とお.い"
1277,珠,N1,CHÂU,10,1711," シュ | か.る か.り -が.り"
672,凝,N1,NGƯNG,16,1712," ギョウ コウ | あお.ぐ おお.せ お.っしゃる おっしゃ.る"
2456,苗,N1,MIÊU,8,1713," ビョウ"
1328,獣,N1,THÚ,16,1714," ジュウ シュウ | しぶ しぶ.い しぶ.る"
76,哀,N1,AI,9,1715," ア オ | おもね.る くま"
1974,跳,N1,KHIÊU,13,1716," チョウ | こ.える こ.す"
358,灰,N2,"HÔI, KHÔI",6,1717," カイ | うみ"
1389,匠,N1,TƯỢNG,6,1718," ショウ | か.つ -が.ち まさ.る すぐ.れる かつ"
318,菓,N2,QUẢ,11,1719," カ ケ | はな"
1547,垂,N1,THÙY,8,1720," スイ | ふ.く"
1255,蛇,N1,"XÀ, DI",11,1721," シャ | さえぎ.る"
1576,澄,N1,TRỪNG,15,1722," キョ コ | すそ"
2613,縫,N1,"PHÙNG, PHÚNG",16,1723," ホウ"
1715,僧,N1,TĂNG,13,1724," ソ ショ | ねずみ ねず"
533,幾,N3,"KI, KỈ, KÍ",12,1725," キ ケ | まれ"
1966,眺,N1,THIẾU,11,1726," チョウ | まち"
2111,唐,N1,ĐƯỜNG,10,1727," トウ | かたな そり"
3022,亘,N1,"TUYÊN, HOÀN",6,1728," コウ カン | わた.る もと.める"
889,呉,N1,NGÔ,7,1729," ゴ | うま"
2670,凡,N1,PHÀM,3,1730," ホン ハン | ひるがえ.る ひるがえ.す"
767,憩,N1,KHẾ,16,1731," ケイ エ | さとい"
2438,媛,N1,"VIỆN, VIÊN",12,1735," キ | ひめ ひめ-"
951,溝,N1,CÂU,13,1736," コウ | みなと"
654,恭,N1,CUNG,10,1737," キョウ | おそ.れる おそ.る おそ.ろしい こわ.い こわ.がる"
449,刈,N1,NGẢI,4,1738," イク シュク ジュク | かゆ かい ひさ.ぐ"
1552,睡,N1,THỤY,13,1739," スイ | た.く -だ.き"
1099,錯,N1,"THÁC, THỐ",16,1740," サク"
2308,伯,N1,BÁ,7,1741," シュウ | はぎ"
2633,帽,N2,MẠO,12,1742," ボウ | さまた.げる"
1102,笹,N1,,11,1743," カイ ケイ | さけ しゃけ ふぐ"
999,穀,N1,"CỐC, LỘC, DỤC",14,1744," コク | くに"
2930,陵,N1,LĂNG,11,1746," リョウ | はか.る"
2726,霧,N1,VỤ,19,1747," ム ボウ | ほこ"
1029,魂,N1,HỒN,14,1748," コン ゴン | うしとら"
870,枯,N2,KHÔ,9,1749," コ | ゆえ ふる.い もと"
2546,弊,N1,"TỆ, TẾ",15,1750," ヘイ ビョウ ヒョウ | たい.ら -だいら ひら ひら-"
2388,妃,N1,PHI,6,1752," ヒ | いな いや"
2317,舶,N1,BẠC,11,1753," ハク | かす"
337,餓,N1,NGẠ,15,1754," ガ | みや.び"
612,窮,N1,CÙNG,15,1756," キュウ ク | きわ.める"
1411,掌,N1,CHƯỞNG,12,1757," ショウ | まね.く"
2964,麗,N1,"LỆ, LI",19,1758," レイ リョウ | たま"
100,綾,N1,LĂNG,14,1759," ケン"
1306,臭,N1,"XÚ, KHỨU",9,1760," シュウ ジュ | なら.う なら.い"
222,悦,N1,DUYỆT,10,1762," エキ"
1528,刃,N1,NHẬN,3,1763," ジン ニ ニン"
2323,縛,N1,"PHƯỢC, PHỌC",16,1764," バク | は.ぜる"
2966,暦,N1,LỊCH,14,1765," レイ | よわい とし"
566,宜,N1,NGHI,8,1766," ギ キ | わざおぎ うたいめ"
2755,盲,N1,MANH,8,1767," モウ"
1553,粋,N1,TÚY,10,1768," スイ | ねむ.る ねむ.い"
1492,辱,N1,NHỤC,10,1769," ショク | むしば.む"
544,毅,N1,NGHỊ,15,1770," キ | かえ.る かえ.す おく.る とつ.ぐ"
430,轄,N1,HẠT,17,1771," カツ"
243,猿,N1,VIÊN,13,1772," エン | つばめ つばくら つばくろ"
848,弦,N1,HUYỀN,8,1773," ゲン | まぼろし"
2715,稔,N1,"NHẪM, NẪM",13,1775," サ サイ | みの"
1923,窒,N1,TRẤT,11,1776," チツ"
1551,炊,N1,"XUY, XÚY",8,1777," スイ | みず みず-"
948,洪,N1,HỒNG,9,1778," コウ | え"
1636,摂,N1,NHIẾP,13,1779," セツ ショウ | つ.ぐ"
2624,飽,N1,BÃO,13,1780," ホウ | きっさき とかり ほこさき"
1460,冗,N1,NHŨNG,4,1782," ジョウ ショウ | の.る -の.り の.せる"
2920,涼,N2,"LƯƠNG, LƯỢNG",11,1783," リョウ | はり うつばり うちばり やな はし"
2122,桃,N1,ĐÀO,10,1784," トウ | ひがし"
1276,狩,N1,THÚ,9,1785," シュ | こと"
1307,舟,N2,CHU,6,1786," シュウ | くさ.い -くさ.い にお.う にお.い"
366,貝,N2,BỐI,7,1787," カイ | きざはし"
1274,朱,N1,CHU,6,1788," シュ ズ | て て- -て た-"
183,渦,N1,"QUA, OA",12,1789," キュウ グ | うす うすづ.く"
1515,紳,N1,THÂN,11,1790," シン | はた"
1566,枢,N1,XU,8,1791," スウ ス サク ソク シュ | かず かぞ.える しばしば せ.める わずらわ.しい"
2400,碑,N1,BI,14,1792," ヒ | かわ"
1892,鍛,N1,ĐOÁN,17,1793," タン"
2110,刀,N1,ĐAO,2,1794," トウ | こお.る こご.える こご.る い.てる し.みる"
884,鼓,N1,CỔ,13,1795," コ | かえり.みる"
2867,裸,N1,"LỎA, KHỎA",13,1796," ラ | にし にな"
2488,符,N2,PHÙ,11,1798," フ | ちち"
2813,猶,N1,"DO, DỨU",12,1799," ユウ ヨウ ユ | わ.く"
343,塊,N1,KHỐI,13,1800," カイ エ | まわ.る -まわ.る -まわ.り まわ.す -まわ.す まわ.し- -まわ.し もとお.る か.える"
1666,旋,N1,TOÀN,11,1801," セン | あお.る おだ.てる おこ.る"
602,弓,N1,CUNG,3,1802," キュウ グウ ク クウ | みや"
2544,幣,N1,TỆ,15,1803," ヘイ ベイ"
2684,膜,N1,"MÔ, MẠC",14,1804," マク バク | とばり"
1655,扇,N1,"PHIẾN, THIÊN",10,1805," セン | いくさ たたか.う おのの.く そよ.ぐ わなな.く"
1969,腸,N1,"TRÀNG, TRƯỜNG",13,1807," チョウ | は.れる ふく.らむ ふく.れる"
1763,憎,N2,TĂNG,14,1808," ゾウ | ま.す ま.し ふ.える ふ.やす"
1738,槽,N1,TÀO,15,1809," ソウ ショウ | やり"
1197,慈,N1,TỪ,13,1811," ジ | てら"
1119,皿,N2,MÃNH,5,1812," コウ | さめ みずち"
963,肯,N2,"KHẲNG, KHẢI",8,1813," コウ | かんが.える かんが.え"
2840,楊,N1,DƯƠNG,13,1815," ヨウ"
2344,伐,N1,PHẠT,6,1816," ハツ | かみ"
1350,駿,N1,TUẤN,17,1817," シュン"
2001,漬,N1,TÍ,14,1818," テン デン | つくだ"
1740,燥,N2,TÁO,17,1819," ソウ | こ.ぐ はこ.ぶ"
615,糾,N1,"CỦ, KIỂU",9,1820," キュウ"
2913,亮,N1,LƯỢNG,9,1821," リョウ"
2529,墳,N1,"PHẦN, PHẪN, BỔN",15,1822," フン | ふ.く"
2009,坪,N1,BÌNH,8,1823," カイ エ | つぶ.す つぶ.れる つい.える"
1917,畜,N2,"SÚC, HÚC",10,1824," チク | きず.く"
1027,紺,N1,CÁM,11,1825," コン | あと"
935,慌,N1,HOẢNG,12,1826," コウ | つね つねに"
891,娯,N1,NGU,10,1827," ゴ | われ わが- あ-"
890,吾,N1,NGÔ,7,1828," ゴ | く.れる くれ"
2007,椿,N1,"XUÂN, THUNG",13,1829," ガク | つば"
1644,舌,N1,THIỆT,6,1830," ゼツ | た.える た.やす た.つ"
2865,羅,N1,LA,19,1831," テン デン | よど.む"
2631,坊,N2,PHƯỜNG,7,1832," ボウ"
649,峡,N1,"HẠP, GIÁP",9,1833," キョウ ケイ | さかい"
2594,俸,N1,BỔNG,10,1834," ホウ | なら.う"
2935,厘,N1,"LI, HI",9,1835," リン"
2600,峰,N1,PHONG,10,1836," ホウ | たから"
758,圭,N1,KHUÊ,6,1837," ケイ | ひら.く さと.す"
1477,醸,N1,NHƯỠNG,20,1838," ジョウ | ゆず.る"
2980,蓮,N1,LIÊN,13,1839," レン | つら.なる つら.ねる"
1955,弔,N1,"ĐIẾU, ĐÍCH",4,1840," チョウ テイ | やくしょ"
280,乙,N1,ẤT,1,1841," ボ ボウ | おす お- おん-"
1326,汁,N1,"TRẤP, HIỆP",5,1843," ジュウ ニュウ | やわ.らか やわ.らかい やわ やわ.ら"
2223,尼,N1,"NI, NỆ, NẶC, NẬT",5,1844," ニ ジ | ふた ふた.つ ふたたび"
2569,遍,N1,BIẾN,12,1845," ヘン | かえ.す -かえ.す かえ.る -かえ.る"
970,衡,N1,"HÀNH, HOÀNH",16,1847," コウ ギョウ アン | い.く ゆ.く -ゆ.き -ゆき -い.き -いき おこな.う おこ.なう"
745,薫,N1,HUÂN,16,1849," クン | きみ -ぎみ"
2921,猟,N1,LIỆP,11,1851," リョウ | すず.しい すず.む すず.やか うす.い ひや.す まことに"
2847,羊,N1,DƯƠNG,6,1852," ヨウ | かま"
477,款,N1,KHOẢN,12,1854," カン"
225,閲,N1,DUYỆT,15,1855," エツ オツ | こ.す -こ.す -ご.し こ.える -ご.え"
2020,偵,N1,TRINH,11,1857," テイ | と.める と.まる"
422,喝,N1,"HÁT, ỚI",11,1858," カツ | わ.る わり わ.り わ.れる さ.く"
473,敢,N1,CẢM,12,1859," カン | か.える -か.える か.わる"
1822,胎,N1,THAI,9,1861," タイ テイ | とどこお.る"
975,酵,N1,DIẾU,14,1862," コウ"
2530,憤,N1,"PHẪN, PHẤN",15,1863," フン"
2197,豚,N1,"ĐỒN, ĐỘN",11,1864," トン | くら.い"
1254,遮,N1,GIÀ,14,1865," シャ | くるま"
2392,扉,N1,PHI,12,1866," ヒ | かな.しい かな.しむ"
2903,硫,N1,LƯU,12,1867," リュウ ル | と.める と.まる とど.める とど.まる るうぶる"
1246,赦,N1,XÁ,11,1868," シャ | す.てる"
655,挟,N2,"HIỆP, TIỆP",9,1870," キョウ | うやうや.しい"
1639,窃,N1,THIẾT,9,1871," セツ | もう.ける"
2610,泡,N1,"PHAO, BÀO",8,1872," ホウ ハッ ホッ フラン | のり"
1561,瑞,N1,THỤY,13,1873," ズイ | まにま.に したが.う"
2692,又,N1,HỰU,2,1874," また"
373,慨,N1,KHÁI,13,1875," ガイ ゲ ギ | がけ きし はて"
2642,紡,N1,PHƯỞNG,10,1876," ボウ | おか.す"
1019,恨,N1,HẬN,9,1877," コン"
2643,肪,N1,PHƯƠNG,8,1878," ボウ | つむ.ぐ"
2482,扶,N1,PHÙ,7,1879," フ ホ | こわ.い こわ.がる お.じる おそ.れる"
567,戯,N1,HÍ,15,1880," ギ | よろ.しい よろ.しく"
887,伍,N1,NGŨ,6,1881," ゴ | たが.い かたみ.に"
534,忌,N1,"KỊ, KÍ",7,1882," キ | いく- いく.つ いく.ら"
1852,濁,N1,"TRỌC, TRẠC",16,1883," タク"
2667,奔,N1,BÔN,8,1884," コウ | ほろ とばり"
2090,斗,N1,"ĐẤU, ĐẨU",4,1885," ト | いたずら あだ"
2882,蘭,N1,LAN,19,1886," ラン | あい"
1536,迅,N1,TẤN,6,1888," ジン シュン シン | き.く と.う たず.ねる"
1438,肖,N1,"TIẾU, TIÊU",7,1889," ショウ"
2339,鉢,N1,BÁT,13,1890," ハチ | や や.つ やっ.つ よう"
605,朽,N1,HỦ,6,1891," キュウ | すく.う"
397,殻,N1,XÁC,11,1892," カク"
634,享,N1,HƯỞNG,8,1893," コウ キョウ ホウ | とお.る"
1514,秦,N1,TẦN,10,1894," シン ジン | かみ かん- こう-"
446,茅,N1,MAO,8,1895," ハク ヒャク | かしわ"
2371,藩,N1,"PHIÊN, PHAN",18,1896," ハン"
1038,沙,N1,"SA, SÁ",7,1897," サ"
2583,輔,N1,PHỤ,14,1898," ホ | おぎな.う"
2201,曇,N2,ĐÀM,16,1899," トン ドン | の.む"
2294,媒,N1,MÔI,12,1900," バイ | つちか.う"
789,鶏,N1,KÊ,19,1901," ケイ | くび"
1690,禅,N1,"THIỆN, THIỀN",13,1902," ゼン | まった.く すべ.て"
1479,嘱,N1,CHÚC,15,1903," ジョウ"
2164,胴,N1,ĐỖNG,10,1904," ドウ | わらべ"
2064,迭,N1,ĐIỆT,8,1907," テツ | わだちい わだち"
1731,挿,N1,SÁP,10,1908," ソウ シュ | は.く"
2878,嵐,N1,LAM,12,1910," ラン | たまご"
1990,椎,N1,"CHUY, CHÙY",12,1911," ツイ | お.ちる お.つ"
831,絹,N1,QUYÊN,13,1916," ケン ゲン | すずり"
2302,陪,N1,BỒI,11,1917," バイ"
2630,剖,N1,"PHẨU, PHẪU",10,1918," ボウ | かたわ.ら わき おか- はた そば"
2492,譜,N1,"PHỔ, PHẢ",19,1919," フ"
145,郁,N1,"ÚC, UẤT",9,1920," イク | そだ.つ そだ.ち そだ.てる はぐく.む"
2806,悠,N1,DU,11,1921," ユウ | ふか.い かす.か くら.い しろ.い"
1335,淑,N1,THỤC,11,1922," シュク | やど やど.る やど.す"
2359,帆,N1,"PHÀM, PHÂM",6,1923," ハン ホン | そむ.く"
674,暁,N1,HIỂU,12,1924," ギョウ | たか.い"
799,傑,N1,KIỆT,13,1926," コウ | けた"
2218,楠,N1,NAM,13,1927," ナン ナ | みなみ"
2056,笛,N1,ĐỊCH,11,1928," テキ | まと"
2957,玲,N1,LINH,9,1931," レイ レン リョウ | あわ.れむ さと.い"
2104,奴,N1,NÔ,5,1932," ド ト | つち"
1478,錠,N1,ĐĨNH,16,1934," ジョウ | かも.す"
822,拳,N1,QUYỀN,10,1935," ケン ケ | か.ける か.かる"
5136,翔,N1,TƯỜNG,12,1936," キュウ | あ.う"
1680,遷,N1,THIÊN,15,1937," セン | えら.ぶ"
1634,拙,N1,CHUYẾT,8,1938," セツ サイ | き.る -き.る き.り -き.り -ぎ.り き.れる -き.れる き.れ -き.れ -ぎ.れ"
1193,侍,N1,THỊ,8,1939," ジ | に.る ひ.る"
1259,尺,N1,XÍCH,4,1940," シャク"
2168,峠,N1,(ĐÈO),9,1941," ドウ | あかがね"
2177,篤,N1,ĐỐC,16,1942," トク | ちび.る かむろ は.げる はげ"
2331,肇,N1,TRIỆU,14,1943," チョ チャク | はし"
426,渇,N1,KHÁT,11,1944," カツ | い.きる い.かす い.ける"
1332,叔,N1,THÚC,8,1950," ジュウ | つつ"
1188,雌,N1,THƯ,14,1951," シ | たまわ.る たま.う たも.う"
633,亨,N1,"HANH, HƯỞNG, PHANH",7,1952," ギョ | うお さかな -ざかな"
461,堪,N1,KHAM,12,1953," カン | わめ.く"
1379,叙,N1,TỰ,9,1954," ジョ | たす.ける たす.かる す.ける すけ"
1542,酢,N1,TẠC,12,1955," ス シュ | すべから.く すべし ひげ まつ もち.いる もと.める"
702,吟,N1,NGÂM,7,1956," キン コン ゴン | かね かな- -がね"
2045,逓,N1,ĐỆ,10,1957," テイ | ひづめ"
2955,嶺,N1,LĨNH,17,1959," レイ | はげ.む はげ.ます"
1532,甚,N1,THẬM,9,1961," ジン | たず.ねる ひろ"
647,喬,N1,KIỀU,12,1962," キョウ | さけ.ぶ"
1563,崇,N1,SÙNG,11,1970," ズイ"
1230,漆,N1,"TẤT, THẾ",14,1971," シツ シュウ | しめ.る しめ.す うるお.う うるお.す"
2710,岬,N1,GIÁP,8,1972," キ | み"
2556,癖,N1,"PHÍCH, TÍCH",18,1973," ヘキ | かべ"
2793,愉,N1,"DU, THÂU",12,1974," やり"
2189,寅,N1,DẦN,11,1975," セン | とま"
1431,礁,N1,TIỀU,17,1977," ショウ"
2253,乃,N1,"NÃI, ÁI",2,1978," ネン | ねば.る"
1300,洲,N1,CHÂU,9,1979," シュウ ジュウ | ひろ.う"
2193,屯,N1,"TRUÂN, ĐỒN",4,1980," トン"
435,樺,N1,HOA,14,1982," かば もみじ"
2682,槙,N1,ĐIÊN,14,1983," リ | まいる"
160,姻,N1,NHÂN,9,1985," イン | よ.る ちな.む"
511,巌,N1,NHAM,20,1986," ガン | きし"
569,擬,N1,NGHĨ,17,1990," ギ | わざ"
2543,塀,N1,BIÊN,12,1991," ヘイ ヒョウ | つわもの"
1497,唇,N1,THẦN,10,1992," シン | おか.す"
2659,睦,N1,MỤC,13,1993," ボク | まき"
502,閑,N1,NHÀN,12,1994," カン ケン | あいだ ま あい"
876,胡,N1,HỒ,9,1995," コ | また もも"
2805,幽,N1,U,9,1996," ユウ | なだ.める ゆる.す"
1345,峻,N1,TUẤN,10,1997," シュン"
1735,曹,N1,TÀO,11,1998," ソウ サッ | はや.い はや はや- はや.まる はや.める さ-"
216,詠,N1,VỊNH,12,2000," エイ エ"
2386,卑,N1,TI,9,2003," ヒ | あら.ず かたみ"
2498,侮,N1,VŨ,8,2004," フ | つ.ける つ.く"
1939,鋳,N1,CHÚ,15,2005," チュウ チュ | かも.す"
2693,抹,N1,MẠT,8,2006," ユウ | また また- また.の-"
122,尉,N1,"ÚY, UẤT",11,2007," イ | おど.す おど.し おど.かす"
1999,槻,N1,,15,2008," カク | つか.む つか.まえる つか.まる"
2961,隷,N1,LỆ,16,2009," レイ リン | すず"
309,禍,N1,HỌA,13,2010," カ"
1970,蝶,N1,ĐIỆP,15,2011," チョウ | はらわた わた"
2875,酪,N1,LẠC,13,2012," ラク | お.ちる お.ち お.とす"
781,茎,N1,HÀNH,8,2013," ケイ カイ ケ"
1548,帥,N1,"SUẤT, SÚY",9,2016," スイ | た.れる た.らす た.れ -た.れ なんなんと.す"
1609,逝,N1,THỆ,10,2018," セイ シン ショウ | こ.う う.ける"
2054,滴,N2,"TÍCH, TRÍCH",14,2019," テキ | かたき あだ かな.う"
546,汽,N1,KHÍ,7,2020," キ ケ | いき"
1849,琢,N1,TRÁC,11,2022," タク | すす.ぐ ゆす.ぐ"
2170,匿,N1,NẶC,10,2024," ホウ | とき のがん"
698,襟,N1,KHÂM,18,2030," キン コン | えり"
783,蛍,N1,HUỲNH,11,2031," ケイ | いばら"
1441,蕉,N1,TIÊU,15,2033," ショウ ソウ | まこも はげ.ます"
300,寡,N1,QUẢ,14,2035," カ ケ | いえ や うち"
2901,琉,N1,LƯU,11,2036," リュウ | た.まる たま.る た.める したた.る たまり ため"
2891,痢,N1,LỊ,12,2037," リ"
2835,庸,N1,"DONG, DUNG",11,2038," ヨウ | い.れる"
2608,朋,N1,BẰNG,8,2039," ホウ | かた -かた -がた"
920,坑,N1,KHANH,7,2040," コウ | のど"
2881,藍,N1,LAM,18,2043," ラン | みだ.りに みだ.りがましい"
1780,賊,N1,TẶC,13,2045," ゾク ショク | さかん つく やから"
1092,搾,N1,TRÁ,13,2046," サク サ | か.む く.う くら.う"
2368,畔,N1,BẠN,10,2049," ハン"
2928,遼,N1,LIÊU,15,2050," リョウ | あきら.か まことに"
185,唄,N1,"BÁI, BỐI",10,2051," キョ コ | うそ ふ.く"
923,孔,N1,KHỔNG,4,2052," コウ | この.む す.く よ.い い.い"
585,橘,N1,QUẤT,16,2053," キツ ケツ"
4437,漱,N1,"SẤU, THẤU",14,2054," シン | し.みる にじ.む"
2983,呂,N1,"LỮ, LÃ",7,2055," レン | ね.る"
990,拷,N1,KHẢO,9,2057," コウ ゴウ | ほり"
1465,嬢,N1,NƯƠNG,16,2059," ジョウ | つち"
246,苑,N1,"UYỂN, UẤT, UẨN",8,2060," エン | つや なま.めかしい あで.やか つや.めく なま.めく"
1864,巽,N1,TỐN,12,2061," ダツ | ぬ.ぐ ぬ.げる"
2091,杜,N1,ĐỖ,7,2062," ト トウ"
773,渓,N1,KHÊ,11,2063," ケイ | かつら"
266,翁,N1,ÔNG,10,2064," オウ -ノウ"
2972,廉,N1,LIÊM,13,2066," レツ | さ.く さ.ける -ぎ.れ"
699,謹,N1,CẨN,17,2068," キン | えり"
2162,瞳,N1,ĐỒNG,17,2069," ドウ | ほら"
2811,湧,N1,DŨNG,12,2070," ユ ユウ ジク | ゆず"
688,欣,N1,HÂN,8,2071," キン"
2846,窯,N1,DIÊU,15,2072," ヨウ | もち.いる"
