Id,Character,JlptLevel,Meaning,StrokeCount,Freq,AllRebs
2231,日,N5,"NHẬT, NHỰT",4,1," ジュウ ニュウ | にじゅう"
147,一,N5,NHẤT,1,2," キ | いそ"
998,国,N5,QUỐC,8,3," コク | つ.げる"
340,会,N4,"HỘI, CỐI",6,4," カイ"
1526,人,N5,NHÂN,2,5," シン | ふる.う ふる.える"
2247,年,N5,NIÊN,6,6," ネツ | あつ.い"
1834,大,N5,"ĐẠI, THÁI",3,7," ダイ タイ | うてな われ つかさ"
1322,十,N5,THẬP,2,8," ジュウ | あ.てる み.たす"
2222,二,N5,NHỊ,2,9," ジョ | なんじ なれ い うぬ いまし し しゃ な なむち まし みまし"
2668,本,N5,"BỔN, BẢN",5,10," ホン | はし.る"
1927,中,N5,"TRUNG, TRÚNG",4,11," チャク ジャク | き.る -ぎ き.せる -き.せ つ.く つ.ける"
1976,長,N5,"TRƯỜNG, TRƯỞNG, TRƯỚNG",8,12," チョウ ヨウ | なべ"
1341,出,N5,"XUẤT, XÚY",5,13," ジュク | う.れる"
1121,三,N5,"TAM, TÁM",3,14," サイ シ | さら.す さらし"
2156,同,N4,ĐỒNG,6,15," ドウ | うご.く うご.かす"
1199,時,N5,"THÌ, THỜI",10,16," ジ | も.つ -も.ち も.てる"
1590,政,N3,"CHÁNH, CHÍNH",9,17," セイ ジョウ | な.る な.す -な.す"
1191,事,N4,SỰ,8,18," シ | よわい は よわ.い よわい.する"
1210,自,N4,TỰ,6,19," ジ | みみ"
969,行,N5,"HÀNH, HẠNH, HÀNG, HẠNG",6,20," コウ | あら.い あら- あ.れる あ.らす -あ.らし すさ.む"
1249,社,N4,XÃ,7,21," シャ | に.る -に に.える に.やす"
834,見,N5,"KIẾN, HIỆN",7,22," ケン | かた"
807,月,N5,NGUYỆT,4,23," ケツ | わかれ わかれ.る"
2526,分,N4,"PHÂN, PHẬN",4,24," ホ フ ブ | ふな"
577,議,N3,NGHỊ,20,25," ギ | よしみ よい"
892,後,N5,"HẬU, HẤU",9,26," ゴ"
1685,前,N5,TIỀN,9,27," セン | あざ.やか"
2719,民,N3,DÂN,5,28," ミリ ミリメートル"
1599,生,N5,"SANH, SINH",5,29," セイ"
2981,連,N3,LIÊN,10,30," レン | はす はちす"
885,五,N5,NGŨ,4,31," コ | つづみ"
2341,発,N4,PHÁT,9,32," ハツ | も.る とびち.る そそ.ぐ"
501,間,N5,GIAN,12,33," カン | かんが.みる かがみ"
1811,対,N3,ĐỐI,7,34," タイ ツイ | うずたか.い"
1456,上,N5,"THƯỢNG, THƯỚNG",3,35," ショウ ソウ | さや"
2504,部,N3,BỘ,11,36," ブ ム | かぶ かぶら あれる"
2121,東,N5,ĐÔNG,8,37," トウ"
1251,者,N4,GIẢ,8,38," サ シャ | うすぎぬ"
2107,党,N2,ĐẢNG,10,39," トウ | たお.れる -だお.れ たお.す さかさま さかさ さかしま"
1904,地,N4,ĐỊA,6,40," チ | し.る し.らせる"
988,合,N3,"HỢP, CÁP, HIỆP",6,41," ゴウ | さけ.ぶ よびな"
1157,市,N3,THỊ,5,42," シ | しかばね"
675,業,N4,NGHIỆP,13,43," ギョウ キョウ | あかつき さと.る"
2205,内,N3,"NỘI, NẠP",4,44," ナ ダ | なに なんぞ いかん"
1743,相,N3,"TƯƠNG, TƯỚNG",9,45," ソウ チュウ シュウ シュ | や.せる"
2607,方,N4,PHƯƠNG,4,46," ホウ | はな.す -っぱな.し はな.つ はな.れる こ.く ほう.る"
1150,四,N5,TỨ,5,47," シ"
2025,定,N3,"ĐỊNH, ĐÍNH",8,48," テイ | つつみ"
1014,今,N5,KIM,4,49," ケイ キョウ | ころ ごろ しばら.く"
342,回,N3,"HỒI, HỐI",6,50," カイ ゲ | と.く と.かす と.ける ほど.く ほど.ける わか.る さと.る"
1504,新,N4,TÂN,13,51," シン | ふ.る ぶ.る ふ.り -ぶ.り ふ.るう"
1463,場,N4,"TRÀNG, TRƯỜNG",12,52," ジョウ | しろ"
701,金,N5,KIM,8,53," キン コン | ちか.い"
158,員,N4,"VIÊN, VÂN",10,54," イン エン エツ | むせ.ぶ むせ.る のど の.む"
704,九,N5,"CỬU, CƯU",2,55," ギン | しろがね"
2233,入,N5,NHẬP,2,56," ニュウ | ちち ち"
1679,選,N3,"TUYỂN, TUYẾN",15,57," セン | ふ.む"
68,立,N4,LẬP,5,58," ソツ リツ シュツ | ひき.いる"
364,開,N4,KHAI,12,59," カイ | かに"
1273,手,N4,THỦ,4,60," シュ ス | まも.る まも.り もり -もり かみ"
2552,米,N3,MỄ,6,61," ヘイ"
2932,力,N4,LỰC,2,62," リョウ | えり"
409,学,N5,HỌC,8,63," カク | かわ"
2770,問,N4,VẤN,11,64," セイ シャ | もら.う"
983,高,N5,CAO,10,65," コウ キョウ | か かお.り かお.る"
1832,代,N4,ĐẠI,5,66," チョウ | たい"
2734,明,N4,MINH,8,67," メイ ミョウ | いのち"
1233,実,N3,THỰC,8,68," シツ シチ チ | たち ただ.す もと わりふ"
228,円,N5,VIÊN,4,69," エン オン アン オウ ユウ ヨウ | いや あ.きる いと.う おさ.える"
503,関,N3,QUAN,14,70," カン"
801,決,N3,QUYẾT,7,71," ケツ ケン | か.ける か.く"
1155,子,N5,"TỬ, TÍ",3,72," シ | すがた"
2155,動,N4,ĐỘNG,11,73," ドウ リュク リキ ロク リョク | はたら.く"
635,京,N4,KINH,8,74," キョウ コウ | う.ける"
1689,全,N3,TOÀN,6,75," ゼン ネン | しか しか.り しか.し さ"
2762,目,N4,MỤC,5,76," モク ボク | だま.る もだ.す"
2449,表,N3,BIỂU,8,77," ヒョウ"
1654,戦,N3,CHIẾN,13,78," セン | かわ"
777,経,N3,KINH,11,79," ケイ"
1995,通,N4,THÔNG,10,80," ツウ | いた.い いた.む いた.ましい いた.める"
369,外,N5,NGOẠI,5,81," ガイ"
1050,最,N3,TỐI,12,82," サイ サ | ふたた.び"
855,言,N4,"NGÔN, NGÂN",7,83," ゲン | ふなばた"
1170,氏,N1,"THỊ, CHI",4,84," シ | し.ぬ し.に-"
852,現,N3,HIỆN,11,85," ゲン"
2889,理,N4,LÍ,11,86," リ | なし"
1971,調,N3,"ĐIỀU, ĐIỆU",15,87," チョウ"
1809,体,N4,THỂ,7,88," タン ダン タ ダ テン"
288,化,N3,HÓA,4,89," カ ゲ | した しも もと さ.げる さ.がる くだ.る くだ.り くだ.す -くだ.す くだ.さる お.ろす お.りる"
2081,田,N4,ĐIỀN,5,90," デン テン | おり ど.ろ よど.み よど.む"
2131,当,N3,"ĐƯƠNG, ĐANG, ĐÁNG",6,91," トウ | ひ ほ- ともしび とも.す あかり"
2338,八,N5,BÁT,2,92," はたけ はた"
3006,六,N5,LỤC,4,93," ロウ リョウ | おとこ"
2785,約,N3,ƯỚC,9,94," ヤク エキ"
1270,主,N4,"CHỦ, CHÚA",5,95," ジャク ジャ | ひ.く"
1837,題,N4,ĐỀ,18,96," ダイ タイ テイ"
287,下,N5,"HẠ, HÁ",3,97," オン イン -ノン | おと ね"
1282,首,N3,"THỦ, THÚ",9,98," シュ | さけ さか-"
124,意,N4,Ý,13,99," イ ユイ | おも.んみる これ おも.うに"
2609,法,N3,PHÁP,8,100," ホウ | とも"
2472,不,N4,"BẤT, PHẦU, PHỦ, PHI",4,101," ビン | かめ"
2868,来,N5,"LAI, LÃI",7,102," ラ | はだか"
1089,作,N4,TÁC,7,103," ロ | さぎ"
1588,性,N3,TÍNH,8,104," セイ"
2055,的,N2,"ĐÍCH, ĐỂ",8,105," テキ | しずく したた.る"
2851,要,N3,"YẾU, YÊU",9,106," ヨウ"
2845,用,N4,DỤNG,5,107," ヨウ | と.ける と.かす いがた"
1584,制,N3,CHẾ,8,108," セイ サイ | さむ.い すご.い すさ.まじい"
1202,治,N3,"TRÌ, TRỊ",8,109," ジ"
2102,度,N4,"ĐỘ, ĐẠC",9,110," ド | つと.める"
2721,務,N3,"VỤ, VŨ",11,111," ミン | ねむ.る ねむ.い"
650,強,N4,"CƯỜNG, CƯỠNG",11,112," キョウ コウ | はざま"
545,気,N5,KHÍ,6,113," キ ギ | つよ.い"
1401,小,N5,TIỂU,3,114," ショウ ソウ | まさ.に はた まさ ひきい.る もって"
1222,七,N5,THẤT,2,115," ダ | しずく"
1589,成,N3,THÀNH,6,116," セイ ショウ | さが"
539,期,N3,"KÌ, KI",12,117," キ | すで.に"
911,公,N4,CÔNG,4,118," コウ | ひか.る ひかり"
1198,持,N4,TRÌ,9,119," ジ | いつく.しむ"
2780,野,N4,DÃ,11,120," ヤ ジャ | か"
643,協,N2,HIỆP,8,121," キョウ"
1271,取,N3,THỦ,8,122," シュ ス シュウ | ぬし おも あるじ"
2097,都,N3,ĐÔ,11,123," ト | みち"
3013,和,N3,"HÒA, HỌA",8,124," ワ イ | したが.う"
2138,統,N1,THỐNG,12,125," トウ"
113,以,N4,DĨ,5,126," キョウ アン コウ | あんず"
542,機,N3,"KI, CƠ",16,127," キ | す.てる"
2545,平,N3,"BÌNH, BIỀN",5,128," ヘイ | ぬさ"
1746,総,N2,TỔNG,14,129," コウ ソウ | ぬか"
294,加,N3,GIA,5,130," カ"
1124,山,N5,"SAN, SƠN",3,131," サン シン | まい.る まい- まじわる みつ"
1160,思,N4,"TƯ, TỨ, TAI",9,132," シ | シリング こころざ.す こころざし"
299,家,N4,"GIA, CÔ",10,133," カ | よめ とつ.ぐ い.く ゆ.く"
3014,話,N5,THOẠI,13,134," ワ オ カ | やわ.らぐ やわ.らげる なご.む なご.やか"
1579,世,N4,THẾ,5,135," スン"
1284,受,N3,THỤ,8,136," ジュ"
707,区,N2,"KHU, ÂU",4,137," ク"
2931,領,N2,LĨNH,14,138," リョウ | みささぎ"
1794,多,N4,ĐA,6,139," タ | ほか"
832,県,N2,HUYỆN,9,140," ケン | きぬ"
1782,続,N3,TỤC,13,141," ゾク"
1523,進,N3,TIẾN,11,142," シン | から.い つら.い -づら.い かのと"
1596,正,N4,"CHÁNH, CHÍNH",5,143," セイ | す.む"
105,安,N4,"AN, YÊN",6,144," コウ キョウ | あわせ"
1638,設,N2,THIẾT,11,145," セツ | お.る おり お.り -お.り お.れる"
2575,保,N1,BẢO,9,146," ベン ヘン | むち むちうつ"
353,改,N2,CẢI,7,147," カイ"
1565,数,N3,"SỔ, SỐ, SÁC, XÚC",13,148," スウ シュウ | かさ かさ.む たか.い"
554,記,N3,KÍ,10,149," キ"
166,院,N4,VIỆN,10,150," イン オン | かげ"
1380,女,N5,"NỮ, NỨ, NHỮ",3,151," ジョ | つい.ず ついで"
1366,初,N3,SƠ,7,152," ショ | ところ -こ お.る"
2652,北,N5,BẮC,5,153," キョウ | ほお ほほ"
888,午,N5,NGỌ,4,154," ゴ | いつつ"
1161,指,N3,CHỈ,9,155," シ | おも.う おもえら.く おぼ.す"
825,権,N3,QUYỀN,15,156," ケン | しら.べる"
1501,心,N4,TÂM,4,157," シン | つまび.らか つぶさ.に"
359,界,N4,GIỚI,9,158," カイ | はい"
1162,支,N3,CHI,4,159," シ | ゆび さ.す -さ.し"
1835,第,N1,ĐỆ,11,160," ダイ タイ | おお- おお.きい -おお.いに"
1131,産,N3,SẢN,11,161," サン | センチ さんち"
804,結,N1,KẾT,12,162," ケツ | あな"
2440,百,N5,"BÁCH, BÁ, MẠCH",6,163," チュウ ジュウ | ひも"
2273,派,N1,PHÁI,9,164," ハ | なみ"
2077,点,N3,ĐIỂM,9,165," テン | いただき たお.れる"
656,教,N4,"GIÁO, GIAO",11,166," キョウ ショウ | はさ.む はさ.まる わきばさ.む さしはさ.む"
2597,報,N3,BÁO,12,167," ホウ | ほけ.る ぼ.ける あき.れる おろか"
1060,済,N3,TẾ,11,168," サイ セイ | とし とせ よわい"
1374,書,N5,THƯ,10,169," ショ"
2480,府,N2,PHỦ,8,170," フ | ぬの"
425,活,N3,"HOẠT, QUẠT",9,171," カツ | くく.る"
845,原,N3,NGUYÊN,10,172," ゲン ガン | もと"
1647,先,N5,"TIÊN, TIẾN",6,173," セン セント"
641,共,N3,"CỘNG, CUNG",6,174," キョウ ケイ | きそ.う せ.る くら.べる"
2171,得,N3,ĐẮC,11,175," トク | かくま.う"
341,解,N3,"GIẢI, GIỚI, GIÁI",13,176," カイ エ | あ.う あ.わせる あつ.まる"
2732,名,N5,DANH,6,177," メイ ミョウ | くら.い"
905,交,N3,GIAO,6,178," リ | こい"
1186,資,N3,TƯ,13,179," シ | はか.る"
2825,予,N3,"DƯ, DỮ",4,180," セキ | ゆう"
1653,川,N5,XUYÊN,3,181," セン | とが.る さき するど.い"
917,向,N3,HƯỚNG,6,182," コウ ク | くち"
1072,際,N3,TẾ,14,183," サイ | の.せる の.る"
1037,査,N2,TRA,9,184," サ | さ.す さ.し"
1388,勝,N3,"THẮNG, THĂNG",12,185," ショウ | つぐな.う"
2746,面,N3,"DIỆN, MIẾN",9,186," メン ベン"
120,委,N2,"ỦY, UY",8,187," イ | えびす えみし ころ.す たい.らげる"
997,告,N3,"CÁO, CỐC",7,188," コク | きざ.む きざ.み"
748,軍,N2,QUÂN,9,189," グン | む.れる む.れ むら むら.がる"
2538,文,N4,"VĂN, VẤN",4,190," フン"
2357,反,N3,"PHẢN, PHIÊN",4,191," ハン | なか.ば"
844,元,N4,NGUYÊN,4,192," ケン カン セン | あ.く"
1330,重,N4,"TRỌNG, TRÙNG",9,193," ジュウ | たて"
700,近,N4,"CẬN, CẤN, KÍ",7,194," キン | つつし.む"
1648,千,N5,THIÊN,3,195," セン | さき ま.ず"
962,考,N4,KHẢO,6,196," コウ | たがや.す"
2355,判,N3,PHÁN,7,197," ハン バン | ともな.う"
2239,認,N3,NHẬN,14,198," ニン ジン | はら.む みごも.る"
331,画,N4,"HỌA, HOẠCH",8,199," ガ ゲ | きば は"
357,海,N4,HẢI,9,200," カイ | かせ"
1123,参,N3,"THAM, XAM, SÂM",8,201," サン | かさ"
2300,売,N4,MẠI,7,202," バイ | か.う"
2884,利,N3,LỢI,7,203," ラン | み.る"
1709,組,N3,TỔ,11,204," ソ ス | もと"
1903,知,N4,"TRI, TRÍ",8,205," チ | ね あたい"
109,案,N1,ÁN,10,206," アン | くら.い くら.む くれ.る"
2166,道,N4,"ĐẠO, ĐÁO",12,207," ドウ トウ"
1495,信,N3,TÍN,9,208," シン | の.びる の.ばす の.べる の.す"
1097,策,N1,SÁCH,12,209," サク | すぼ.める つぼ.める せま.い"
1317,集,N4,TẬP,12,210," シュウ シュ トウ | むく.いる"
1074,在,N3,TẠI,6,211," ザイ スイ セイ | かる けず.る"
808,件,N3,KIỆN,6,212," ゲツ ガツ | つき"
1893,団,N2,ĐOÀN,6,213," タン | きた.える"
2558,別,N4,BIỆT,7,214," ヘキ ヒャク"
2524,物,N4,VẬT,8,215," ブツ フツ | ほとけ"
1769,側,N3,TRẮC,11,216," ソク | うなが.す"
2237,任,N3,"NHÂM, NHẬM, NHIỆM",6,217," キュウ ク | にら"
161,引,N3,"DẪN, DẤN",4,218," イン"
1145,使,N4,"SỬ, SỨ",8,219," シ | うかが.う"
606,求,N3,CẦU,7,220," キュウ | く.ちる"
1367,所,N3,SỞ,8,221," ショ | はじ.め はじ.めて はつ はつ- うい- -そ.める -ぞ.め"
1200,次,N3,THỨ,6,222," ジ | とき -どき"
1550,水,N5,THỦY,4,223," スイ | お.す"
2356,半,N5,BÁN,5,224," ハン バン | わか.る"
2462,品,N4,PHẨM,9,225," キ ギ | ひれ"
1093,昨,N3,TẠC,9,226," サク | しぼ.る"
3011,論,N3,"LUẬN, LUÂN",15,227," ロク | しる.す と.る"
784,計,N4,"KẾ, KÊ",9,228," ケイ | ほたる"
1169,死,N4,TỬ,6,229," シ | と.まる -ど.まり と.める -と.める -ど.め とど.める とど.め とど.まる や.める や.む -や.む よ.す -さ.す -さ.し"
464,官,N3,QUAN,8,230," カン"
1762,増,N3,TĂNG,14,231," ゾウ"
753,係,N3,HỆ,9,232," キ ケ"
469,感,N3,CẢM,13,233," カン | わずら.う"
2174,特,N4,ĐẶC,10,234," トク トウ | けが.す けが.れ みぞ"
1467,情,N3,TÌNH,11,235," ジョウ | つね とこ-"
2119,投,N3,ĐẦU,7,236," トウ | いた.む"
1207,示,N3,"KÌ, THỊ",5,237," ジ"
2563,変,N3,BIẾN,9,238," ヘン | かたよ.る"
1802,打,N3,ĐẢ,5,239," ダ"
1900,男,N5,NAM,7,240," ダン タン"
527,基,N1,CƠ,11,241," キ | うつわ"
1173,私,N4,TƯ,7,242," シ"
391,各,N2,CÁC,6,243," カク | おど.す"
1152,始,N4,"THỦY, THÍ",8,244," シ | さむらい"
2116,島,N2,ĐẢO,10,245," トウ | すぎる"
1981,直,N3,TRỰC,8,246," チョク ホ | はかど.る"
2915,両,N3,"LƯỠNG, LẠNG",6,247," リョウ"
1962,朝,N4,"TRIÊU, TRIỀU",12,248," チョウ | のび.る"
408,革,N2,"CÁCH, CỨC",9,249," カク | へだ.てる へだ.たる"
292,価,N1,GIÁ,8,250," カ ガ キャ ギャ | とぎ"
1215,式,N3,THỨC,6,251," ロク | しか か"
399,確,N3,XÁC,15,252," カク | え.る"
1791,村,N2,THÔN,7,253," ソン | そこ.なう そこな.う -そこ.なう そこ.ねる -そこ.ねる"
2034,提,N1,"ĐỀ, THÌ, ĐỂ",12,254," チョウ テイ | ぬ.く"
196,運,N4,VẬN,12,255," ウン | い.う ここに"
1303,終,N4,CHUNG,11,256," シュウ | あき とき"
624,挙,N1,CỬ,10,257," キョ コ | よ.る"
303,果,N3,QUẢ,8,258," カ | ひま いとま"
1605,西,N5,"TÂY, TÊ",6,259," セイ"
1585,勢,N2,THẾ,13,260," セイ"
849,減,N2,GIẢM,12,261," ゲン | つる"
1833,台,N4,"THAI, ĐÀI, DI",5,262," ダイ タイ | か.わる かわ.る かわ.り か.わり -がわ.り -が.わり か.える よ しろ"
930,広,N4,QUẢNG,5,263," コウ | さいわ.い さち しあわ.せ"
2834,容,N3,"DUNG, DONG",10,264," ヨウ | あや.しい なま.めく わざわ.い"
2432,必,N3,TẤT,5,265," ヒツ | たす.ける ゆだめ"
259,応,N1,ỨNG,7,266," オウ | い.く いにしえ さき.に ゆ.く"
238,演,N3,DIỄN,14,267," エン | そ.う -ぞ.い"
2082,電,N5,ĐIỆN,13,268," デン | た"
1059,歳,N3,TUẾ,13,269," サイ"
1320,住,N4,"TRỤ, TRÚ",7,270," ジュウ シュウ"
1741,争,N3,"TRANH, TRÁNH",6,271," ソウ | はしゃ.ぐ"
1901,談,N3,ĐÀM,15,272," ダン ナン | おとこ お"
2261,能,N3,"NĂNG, NAI, NẠI",10,273," ノウ ナッ ナ ナン トウ | おさ.める -おさ.める おさ.まる"
2723,無,N2,"VÔ, MÔ",12,274," ム ボウ | ゆめ ゆめ.みる くら.い"
1049,再,N2,TÁI,6,275," サイ | もよう.す もよお.す"
115,位,N3,VỊ,7,276," イ | かれ"
1911,置,N3,TRÍ,13,277," チ ジ | いとけない おさない おくて おでる"
522,企,N1,XÍ,6,278," ガン | ねが.う -ねがい"
1512,真,N4,CHÂN,10,279," シン チン | はしか"
2899,流,N3,LƯU,10,280," リュウ ル | ころ.す"
395,格,N3,"CÁCH, CÁC",10,281," カク コウ | みだ.す"
2809,有,N4,"HỮU, DỰU",6,282," イツ ユ シュウ ユウ"
572,疑,N3,NGHI,14,283," ギ キ | いけにえ"
916,口,N4,KHẨU,3,284," コウ | あつ.い あか"
324,過,N3,"QUÁ, QUA",12,285," カ ケ"
676,局,N3,CỤC,7,286," ギョウ ゴウ | わざ"
1402,少,N4,"THIỂU, THIẾU",4,287," ショウ | ちい.さい こ- お- さ-"
2606,放,N3,"PHÓNG, PHỎNG",8,288," ホウ | ささ.げる"
1614,税,N2,"THUẾ, THỐI, THOÁT",12,289," セイ サイ | そろ.う ひと.しい ひと.しく あたる はやい"
824,検,N1,KIỂM,12,290," ケン | ま.く ま.くる まく.る めく.る まく.れる"
2142,藤,N1,ĐẰNG,18,291," トウ | とろ.かす とろ.ける うご.く"
1965,町,N4,ĐINH,7,292," チョウ ジョウ | ふだ"
1466,常,N3,THƯỜNG,11,293," ジョウ | むすめ"
944,校,N5,"GIÁO, HIỆU, HÀO",10,294," コウ | くい"
2918,料,N4,"LIÊU, LIỆU",10,295," リョウ"
1847,沢,N1,TRẠCH,7,296," タク | ひら.く"
1070,裁,N1,TÀI,12,297," サイ | な"
1472,状,N3,TRẠNG,7,298," ジョウ セイ | きよ.める きよ.い"
926,工,N4,CÔNG,3,299," コウ | ひろ.い"
819,建,N4,"KIẾN, KIỂN",9,300," ケン ゲン | きら.う きら.い いや"
899,語,N5,"NGỮ, NGỨ",14,301," ゴ"
610,球,N3,CẦU,11,302," キュウ ク | やいと"
201,営,N2,"DOANH, DINH",12,303," エイ | あき.らか"
720,空,N4,"KHÔNG, KHỐNG, KHỔNG",8,304," く.う く.らう"
1487,職,N3,CHỨC,18,305," ショク シキ | お.る お.り おり -おり -お.り"
1445,証,N1,CHỨNG,12,306," ショウ"
2103,土,N5,"THỔ, ĐỘ, ĐỖ",3,307," ド ト タク | たび -た.い"
2827,与,N3,"DỮ, DỰ, DƯ",3,308," ヨ | あま.る あま.り あま.す あんま.り"
603,急,N4,CẤP,9,309," キュウ | ゆみ"
1168,止,N4,CHỈ,4,310," シ | えだ"
1756,送,N4,TỐNG,9,311," ソウ | はし.る"
236,援,N1,"VIÊN, VIỆN",12,312," エン | おお.う"
636,供,N3,CUNG,8,313," キョウ ケイ キン | みやこ"
295,可,N2,"KHẢ, KHẮC",5,314," カ | くわ.える くわ.わる"
2784,役,N3,DỊCH,7,315," ヤク"
946,構,N3,CẤU,14,316," コウ キョウ | ふさぐ やまにれ おおむね"
2760,木,N5,MỘC,4,317," チョ | もう.ける もう.かる もうけ たくわ.える"
421,割,N3,CÁT,12,318," セキ | かた -がた"
2539,聞,N5,"VĂN, VẤN, VẶN",14,319," ブン モン | ふみ あや"
1521,身,N2,"THÂN, QUYÊN",7,320," シン | み.る"
2407,費,N3,"PHÍ, BỈ",12,321," ヒ ハイ | そし.る"
2473,付,N3,PHÓ,5,322," フ ブ"
1165,施,N1,"THI, THÍ, DỊ, THỈ",9,323," シ | か こう か.く この これ ここに"
1633,切,N4,"THIẾT, THẾ",4,324," セキ | おお.きい"
2815,由,N3,DO,5,325," ユウ ヨウ | はかりごと はか.る"
1641,説,N3,"THUYẾT, DUYỆT, THUẾ",14,326," セツ セチ | ふし -ぶし のっと"
2075,転,N4,CHUYỂN,11,327," テン チョウ | は.る つ.く"
1490,食,N5,"THỰC, TỰ",9,328," ショク | ふ.れる さわ.る さわ"
2396,比,N2,"BỈ, BÍ, BÌ, TỈ",4,329," ヒ イ"
2220,難,N3,"NAN, NẠN",18,330," ナン | やわ.らか やわ.らかい"
2649,防,N2,PHÒNG,7,331," ボウ ム | ほこ"
2582,補,N2,BỔ,12,332," ホ フ | はじ.めて"
1253,車,N5,XA,7,333," シャ | あやま.る"
2801,優,N3,ƯU,17,334," ユウ ウ | たす.ける"
2475,夫,N3,"PHU, PHÙ",4,335," フ ホ | つか はとば"
829,研,N4,NGHIÊN,9,336," ケン コン | たてまつ.る"
1292,収,N3,THU,4,337," シュウ | とら.われる"
1896,断,N3,"ĐOẠN, ĐOÁN",11,338," ダン タン | ひ.く -ひ.き はず.む たま はじ.く はじ.ける ただ.す はじ.きゆみ"
141,井,N1,TỈNH,4,339," イ | い.やす い.する くすし"
290,何,N5,HÀ,7,340," カ ケ | かり かり-"
2217,南,N5,NAM,9,341," テツ テイ セイ | なわて"
1623,石,N3,THẠCH,5,342," セキ"
1776,足,N4,TÚC,7,343," ソク | はか.る"
138,違,N3,VI,13,344," イ | い.う いい おも.う いわゆる"
1422,消,N3,TIÊU,10,345," ショウ | ぬま"
648,境,N2,CẢNH,14,346," キョウ | たか.い"
1513,神,N3,THẦN,9,347," シン | ま ま- まこと"
2380,番,N3,"PHIÊN, PHAN, BA, BÀ",12,348," バン"
553,規,N3,QUY,11,349," キ | しるし"
1342,術,N3,THUẬT,11,350," シュツ スイ | で.る -で だ.す -だ.す い.でる い.だす"
901,護,N1,HỘ,20,351," ゴ | あやま.る -あやま.る"
2069,展,N1,TRIỂN,10,352," テン | あまつ あめ あま-"
1817,態,N1,THÁI,14,353," タイ | おこた.る なま.ける"
2158,導,N2,ĐẠO,15,354," ドウ"
1684,鮮,N1,"TIÊN, TIỂN",17,355," セン | ひらめ.く ひらめ.き うかが.う"
2413,備,N3,BỊ,12,356," ハ | ひ.る"
1843,宅,N3,TRẠCH,6,357," タク ツク トク | ついば.む つつ.く"
371,害,N3,"HẠI, HẠT",10,358," カイ ガイ | せ.く しわぶ.く せき しわぶき"
2291,配,N3,PHỐI,10,359," ハイ | -ばら やから やかい ともがら"
2511,副,N2,PHÓ,11,360," フク | ふ.せる ふ.す"
1132,算,N2,TOÁN,14,361," サン | う.む う.まれる うぶ- む.す"
1180,視,N1,THỊ,11,362," シ | いた.る"
1469,条,N1,"ĐIỀU, THIÊU, ĐIÊU",7,363," ジョウ | みだ.れる みだ.す わずら.わしい"
467,幹,N1,"CÁN, CAN",13,364," カン | ほ.す ほ.し- -ぼ.し ひ.る"
2179,独,N1,ĐỘC,9,365," ドク"
786,警,N3,CẢNH,19,366," ケイ ゲイ | けい.する まい.る いた.る もう.でる"
601,宮,N1,CUNG,10,367," キュウ | す.う"
611,究,N4,CỨU,7,368," キュウ | たま"
144,育,N3,DỤC,8,369," イキ"
1617,席,N3,TỊCH,10,370," セキ"
2798,輸,N2,"THÂU, THÚ",16,371," ユ | さと.す"
2620,訪,N3,"PHÓNG, PHỎNG",11,372," ホウ | ほ.める"
411,楽,N4,"LẠC, NHẠC",13,373," ガク | たけ"
556,起,N4,KHỞI,10,374," キ | たっと.い とうと.い たっと.ぶ とうと.ぶ"
2700,万,N5,"VẠN, MẶC",3,375," まろ"
1926,着,N4,"TRỨ, TRƯỚC, TRỮ",12,376," チャク テキ"
1459,乗,N3,THỪA,9,377," ジョウ ショウ | すく.う たす.ける"
2070,店,N4,ĐIẾM,8,378," テン"
1343,述,N2,THUẬT,8,379," ジュツ | すべ"
1141,残,N3,TÀN,10,380," ザン | しばら.く"
1728,想,N3,TƯỞNG,13,381," ソウ | いそが.しい そうじて"
1669,線,N2,TUYẾN,15,382," セン | や"
67,率,N1,"SUẤT, SÚY, LUẬT, SOÁT",11,383,NULL
2454,病,N4,BỆNH,10,384," ビョウ | えが.く か.く"
2264,農,N2,NÔNG,13,385," ノウ ドウ | う.む うみ"
1296,州,N2,CHÂU,6,386," シュウ ジュ | つ.く つ.ける"
2500,武,N2,"VŨ, VÕ",8,387," ブ フ | な.でる"
1603,声,N3,THANH,7,388," セイ ショウ | ひじり"
1232,質,N4,"CHẤT, CHÍ",15,389," シツ | はや.い"
2248,念,N3,NIỆM,8,390," ネン | とし"
1815,待,N4,ĐÃI,9,391," タイ | お.びる おび"
1183,試,N4,THÍ,13,392," シ | うた"
1781,族,N4,TỘC,11,393," ゾク"
1448,象,N2,TƯỢNG,12,394," ショウ | くわ.しい つまび.らか"
703,銀,N4,NGÂN,14,395," ギン"
143,域,N2,VỰC,11,396," ガイ カイ | い"
1378,助,N3,TRỢ,7,397," ショ | もろ"
2990,労,N3,LAO,7,398," ロ ロウ | つゆ"
2952,例,N3,LỆ,8,399," レイ リョウ | わざおぎ"
215,衛,N1,VỆ,16,400," エイ | はなぶさ"
1688,然,N3,NHIÊN,12,401," ゼン | ようや.く やや ようよ.う すす.む"
1734,早,N4,TẢO,6,402," ソウ サン | みさお あやつ.る"
1956,張,N1,"TRƯƠNG, TRƯỚNG",11,403," チョウ | とむら.う とぶら.う"
204,映,N4,ÁNH,9,404," エイ | かげ"
